0be20a08.0	0be20a08.0	NSFTV256	Romanica	RDP1	temperate-japonica	1	O. sativa	1	0.6
cb9c18df.0	cb9c18df.0	NSFTV257	Agusita	RDP1	temperate-japonica	0.907	O. sativa	1	0.7
c7d2513e.0	c7d2513e.0	NSFTV263	Maratelli	RDP1	temperate-japonica	1	O. sativa	1.3	1.1
aceb3352.0	aceb3352.0	NSFTV267	Hatsunishiki	RDP1	temperate-japonica	1	O. sativa	0.9	0.5
b49ad0db.0	b49ad0db.0	NSFTV268	Vavilovi	RDP1	temperate-japonica	1	O. sativa	0.4	0.2
6815ec6d.0	6815ec6d.0	NSFTV270	Osogovka	RDP1	temperate-japonica	0.751	O. sativa	1.8	1.4
b67fd5f6.0	b67fd5f6.0	NSFTV271	M. Blatec	RDP1	temperate-japonica	0.714	O. sativa	1.6	1.2
07dac217.0	07dac217.0	NSFTV275	Sri Malaysia Dua	RDP1	temperate-japonica	1	O. sativa	1.9	1.4
1516d75f.0	1516d75f.0	NSFTV277	Gambiaka Sebela	RDP1	temperate-japonica	0.974	O. sativa	1	0.6
5aa7968d.0	5aa7968d.0	NSFTV282	Triomphe Du Maroc	RDP1	temperate-japonica	1	O. sativa	0.5	0.1
6b37cb3d.0	6b37cb3d.0	NSFTV283	Chibica	RDP1	temperate-japonica	0.826	O. sativa	1	0.7
0e787735.0	0e787735.0	NSFTV287	Zerawchanica Karatalski	RDP1	temperate-japonica	1	O. sativa	0.5	0.2
bc6b0af5.0	bc6b0af5.0	NSFTV288	Italica Carolina	RDP1	temperate-japonica	1	O. sativa	1.1	0.7
7fc911f7.0	7fc911f7.0	NSFTV289	Lusitano	RDP1	temperate-japonica	1	O. sativa	0.7	0.4
d864377c.0	d864377c.0	NSFTV290	Amposta	RDP1	temperate-japonica	1	O. sativa	0.6	0.2
b29d3bf4.0	b29d3bf4.0	NSFTV291	Toploea 70/76	RDP1	temperate-japonica	1	O. sativa	2.5	1.7
6d9c7d8b.0	6d9c7d8b.0	NSFTV292	Stegaru 65	RDP1	temperate-japonica	1	O. sativa	2	1.6
e8c621e8.0	e8c621e8.0	NSFTV295	Bombilla	RDP1	temperate-japonica	0.843	O. sativa	2.3	1.7
2b81cf74.0	2b81cf74.0	NSFTV296	Dosel	RDP1	temperate-japonica	0.861	O. sativa	2	1.2
5ae0bd70.0	5ae0bd70.0	NSFTV297	Bahia	RDP1	temperate-japonica	0.975	O. sativa	0.7	0.4
16d7e397.0	16d7e397.0	NSFTV300	Sml Kapuri	RDP1	temperate-japonica	0.819	O. sativa	1	0.6
86556239.0	86556239.0	NSFTV301	Melanotrix	RDP1	temperate-japonica	0.948	O. sativa	0.5	0.3
234e0df9.0	234e0df9.0	NSFTV302	WIR 3039	RDP1	temperate-japonica	0.902	O. sativa	4.1	4.9
73c4fdfb.0	73c4fdfb.0	NSFTV303	Kihogo	RDP1	temperate-japonica	0.973	O. sativa	1.1	0.7
2c583eed.0	2c583eed.0	NSFTV306	WIR 3764	RDP1	temperate-japonica	0.988	O. sativa	1	0.8
c0d6eca3.0	c0d6eca3.0	NSFTV307	Uzbekskij 2	RDP1	temperate-japonica	0.942	O. sativa	6.4	5.8
d2da857d.0	d2da857d.0	NSFTV31	Chinese	RDP1	temperate-japonica	1	O. sativa	1.3	0.9
137628a5.0	137628a5.0	NSFTV311	56-122-23	RDP1	temperate-japonica	1	O. sativa	0.9	0.4
068b860d.0	068b860d.0	NSFTV32	Chodongji	RDP1	temperate-japonica	1	O. sativa	2.3	1.5
22e60af9.0	22e60af9.0	NSFTV333	Leuang Hawn	RDP1	temperate-japonica	1	O. sativa	0.9	0.5
09869491.0	09869491.0	NSFTV334	Lomello	RDP1	temperate-japonica	0.915	O. sativa	1.4	1
fed0b9a3.0	fed0b9a3.0	NSFTV338	Sitpwa	RDP1	temperate-japonica	1	O. sativa	0.6	0.2
b663b3f8.0	b663b3f8.0	NSFTV343	Victoria F.A.	RDP1	temperate-japonica	0.753	O. sativa	0.8	0.5
c6d4b592.0	c6d4b592.0	NSFTV351	NSFTV351	RDP1	temperate-japonica	0.922	O. sativa	2.8	2.4
122a975b.0	122a975b.0	NSFTV355	ASD 1	RDP1	temperate-japonica	1	O. sativa	1	0.5
2593e5a7.0	2593e5a7.0	NSFTV36	CS-M3	RDP1	temperate-japonica	0.835	O. sativa	0.7	0.4
e32c9d62.0	e32c9d62.0	NSFTV363	Edomen Scented	RDP1	temperate-japonica	1	O. sativa	0.6	0.2
f2e723fc.0	f2e723fc.0	NSFTV365	Shirogane	RDP1	temperate-japonica	0.885	O. sativa	3.9	3.2
73b20824.0	73b20824.0	NSFTV366	Kiuki No. 46	RDP1	temperate-japonica	1	O. sativa	0.6	0.2
db737b9b.0	db737b9b.0	NSFTV368	Deokjeokjodo	RDP1	temperate-japonica	1	O. sativa	0.6	0.3
b37e6755.0	b37e6755.0	NSFTV374	NSFTV374	RDP1	temperate-japonica	1	O. sativa	2.5	2.9
238f25f1.0	238f25f1.0	NSFTV380	Tainan-Iku No. 512	RDP1	temperate-japonica	1	O. sativa	1.7	1.1
3e1268da.0	3e1268da.0	NSFTV383	NSFTV383	RDP1	temperate-japonica	0.76	O. sativa	3.3	3.6
57d7feea.0	57d7feea.0	NSFTV51	Early Wataribune	RDP1	temperate-japonica	1	O. sativa	0.5	0.2
9e0c626c.0	9e0c626c.0	NSFTV52	Eh Ia Chiu 	RDP1	temperate-japonica	0.869	O. sativa	0.6	0.4
652530bb.0	652530bb.0	NSFTV56	Geumobyeo	RDP1	temperate-japonica	1	O. sativa	0.9	0.4
9ec86ff1.0	9ec86ff1.0	NSFTV62	Gyehwa 3	RDP1	temperate-japonica	0.938	O. sativa	2.8	2
407f31bd.0	407f31bd.0	NSFTV63	Haginomae Mochi	RDP1	temperate-japonica	1	O. sativa	1.2	0.6
48d3bc66.0	48d3bc66.0	NSFTV639	Nipponbare	RDP1	temperate-japonica	0.984	O. sativa	3.8	5.6
a53530c6.0	a53530c6.0	NSFTV64	Heukgyeong	RDP1	temperate-japonica	1	O. sativa	2.2	1.6
88631879.0	88631879.0	NSFTV641	Tainung 67	RDP1	temperate-japonica	0.984	O. sativa	1.1	0.8
bc9c6f80.0	bc9c6f80.0	NSFTV652	Li-Jiang-Xin-Tuan-Hei-Gu	RDP1	temperate-japonica	0.739	O. sativa	5.6	5.1
39dd7feb.0	39dd7feb.0	NSFTV67	Hu Lo Tao	RDP1	temperate-japonica	1	O. sativa	1.4	1.2
c0936cf1.0	c0936cf1.0	NSFTV79	Jouiku 393G	RDP1	temperate-japonica	0.862	O. sativa	0.6	0.4
becfe767.0	becfe767.0	NSFTV83	Kamenoo	RDP1	temperate-japonica	1	O. sativa	0.8	0.3
2a9d8d47.0	2a9d8d47.0	NSFTV9	Baber	RDP1	temperate-japonica	0.885	O. sativa	0.8	0.6
ff836253.0	ff836253.0	NSFTV91	Kibi	RDP1	temperate-japonica	1	O. sativa	2.3	1.9
20a4c97d.0	20a4c97d.0	NSFTV94	Koshihikari	RDP1	temperate-japonica	1	O. sativa	2	1.5
9f782e9e.0	9f782e9e.0	NSFTV101	Lemont	RDP1	tropical-japonica	0.901	O. sativa	5.6	4
7b7a0d82.0	7b7a0d82.0	NSFTV107	NSFTV107	RDP1	tropical-japonica	1	O. sativa	1	0.7
e3b049a9.0	e3b049a9.0	NSFTV108	Moroberekan	RDP1	tropical-japonica	1	O. sativa	1	0.7
6cedf6aa.0	6cedf6aa.0	NSFTV116	NSFTV116	RDP1	tropical-japonica	1	O. sativa	0.6	0.4
8e6220e5.0	8e6220e5.0	NSFTV120	OS6	RDP1	tropical-japonica	1	O. sativa	0.6	0.5
b6dc1bcc.0	b6dc1bcc.0	NSFTV122	Padi Kasalle	RDP1	tropical-japonica	0.889	O. sativa	0.7	0.5
b403e79f.0	b403e79f.0	NSFTV127	NSFTV127	RDP1	tropical-japonica	1	O. sativa	2.8	2.4
bd0d322b.0	bd0d322b.0	NSFTV139	S4542A3-49B-2B12	RDP1	tropical-japonica	1	O. sativa	2.5	1.9
85551f9c.0	85551f9c.0	NSFTV140	Saturn	RDP1	tropical-japonica	0.801	O. sativa	0.7	0.4
48b4f132.0	48b4f132.0	NSFTV147	Sinampaga Selection	RDP1	tropical-japonica	1	O. sativa	0.6	0.5
d56e98bc.0	d56e98bc.0	NSFTV149	Sinaguing	RDP1	tropical-japonica	1	O. sativa	1	2.4
128dd425.0	128dd425.0	NSFTV150	Sultani	RDP1	tropical-japonica	0.894	O. sativa	0.5	0.3
72497775.0	72497775.0	NSFTV164	Tondok	RDP1	tropical-japonica	0.931	O. sativa	0.9	0.7
9b2223bb.0	9b2223bb.0	NSFTV165	Trembese	RDP1	tropical-japonica	0.988	O. sativa	0.9	0.7
8e941960.0	8e941960.0	NSFTV167	B6616A4-22-Bk-5-4	RDP1	tropical-japonica	0.942	O. sativa	2.7	1.9
715bc18e.0	715bc18e.0	NSFTV170	Wells	RDP1	tropical-japonica	0.91	O. sativa	3.3	4.2
08de34ee.0	08de34ee.0	NSFTV174	Azucena	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
1e91cb13.0	1e91cb13.0	NSFTV175	NSFTV175	RDP1	tropical-japonica	1	O. sativa	0.8	0.6
8cfa8fb2.0	8cfa8fb2.0	NSFTV176	583	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
c08a5ea2.0	c08a5ea2.0	NSFTV183	Boa Vista	RDP1	tropical-japonica	1	O. sativa	0.6	0.4
c97be7ae.0	c97be7ae.0	NSFTV185	British Honduras Creole	RDP1	tropical-japonica	1	O. sativa	0.5	0.3
60e142c3.0	60e142c3.0	NSFTV187	C57-5043	RDP1	tropical-japonica	0.846	O. sativa	0.7	0.5
bf18cbae.0	bf18cbae.0	NSFTV188	Coppocina	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
bf7afed8.0	bf7afed8.0	NSFTV190	Delrex	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
5632be21.0	5632be21.0	NSFTV193	Fossa Av	RDP1	tropical-japonica	0.958	O. sativa	2	1.4
3c10a4b8.0	3c10a4b8.0	NSFTV195	IRAT 13	RDP1	tropical-japonica	1	O. sativa	0.6	0.5
818143d8.0	818143d8.0	NSFTV198	Leah	RDP1	tropical-japonica	0.825	O. sativa	0.7	0.5
958ed737.0	958ed737.0	NSFTV199	NSFTV199	RDP1	tropical-japonica	1	O. sativa	0.6	0.4
263f2baf.0	263f2baf.0	NSFTV201	Pate Blanc Mn 1	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
ccdc6d39.0	ccdc6d39.0	NSFTV202	Pratao	RDP1	tropical-japonica	0.985	O. sativa	5.3	4.3
330798b4.0	330798b4.0	NSFTV212	NSFTV212	RDP1	tropical-japonica	0.966	O. sativa	6.4	6.5
b2320902.0	b2320902.0	NSFTV213	WC 3397	RDP1	tropical-japonica	0.961	O. sativa	3	2.4
34df4fca.0	34df4fca.0	NSFTV214	WC 4419	RDP1	tropical-japonica	1	O. sativa	0.8	0.7
fed1dbae.0	fed1dbae.0	NSFTV215	WC 4443	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
52c6e2ba.0	52c6e2ba.0	NSFTV22	Caawa/Fortuna 6-103-15	RDP1	tropical-japonica	0.912	O. sativa	6.6	7.8
f73fa9e9.0	f73fa9e9.0	NSFTV223	Priano Guaira	RDP1	tropical-japonica	1	O. sativa	1.1	0.7
536afc14.0	536afc14.0	NSFTV226	IRAT 44	RDP1	tropical-japonica	0.957	O. sativa	0.7	0.7
7741d7c1.0	7741d7c1.0	NSFTV23	Canella De Ferro	RDP1	tropical-japonica	1	O. sativa	1.7	1.3
9b36ce98.0	9b36ce98.0	NSFTV238	WAB 56-104	RDP1	tropical-japonica	0.979	O. sativa	4.5	4.7
523d5ec4.0	523d5ec4.0	NSFTV239	WAB 502-13-4-1	RDP1	tropical-japonica	1	O. sativa	0.7	0.5
e074229f.0	e074229f.0	NSFTV24	Carolina Gold 12033	RDP1	tropical-japonica	1	O. sativa	1.3	1.1
6f263bd1.0	6f263bd1.0	NSFTV240	WAB 501-11-5-1	RDP1	tropical-japonica	1	O. sativa	1.5	1
b21f7528.0	b21f7528.0	NSFTV242	27	RDP1	tropical-japonica	0.974	O. sativa	0.8	0.5
1ce7093b.0	1ce7093b.0	NSFTV25	Carolina Gold 12034	RDP1	tropical-japonica	1	O. sativa	1	0.8
f25ad349.0	f25ad349.0	NSFTV251	H256-76-1-1-1	RDP1	tropical-japonica	0.885	O. sativa	0.7	0.5
60c362f1.0	60c362f1.0	NSFTV258	Tia Bura	RDP1	tropical-japonica	1	O. sativa	0.8	0.6
32a15c4d.0	32a15c4d.0	NSFTV26	Carolina Gold Sel	RDP1	tropical-japonica	1	O. sativa	3.9	4.7
1956dd3f.0	1956dd3f.0	NSFTV27	NSFTV27	RDP1	tropical-japonica	1	O. sativa	2	1.7
493f2b7e.0	493f2b7e.0	NSFTV273	Varyla	RDP1	tropical-japonica	0.704	O. sativa	0.6	0.3
7dba928e.0	7dba928e.0	NSFTV274	Padi Pagalong	RDP1	tropical-japonica	1	O. sativa	0.6	0.3
58d5bdc3.0	58d5bdc3.0	NSFTV280	Saku	RDP1	tropical-japonica	0.71	O. sativa	1.4	0.9
9baa653c.0	9baa653c.0	NSFTV285	Tox 782-20-1	RDP1	tropical-japonica	1	O. sativa	0.6	0.5
044639de.0	044639de.0	NSFTV286	IITA 135	RDP1	tropical-japonica	0.886	O. sativa	1.3	1.4
593def74.0	593def74.0	NSFTV308	Llanero 501	RDP1	tropical-japonica	0.876	O. sativa	1	0.6
a0a3d697.0	a0a3d697.0	NSFTV309	Manzano	RDP1	tropical-japonica	1	O. sativa	0.9	0.6
fbae20bd.0	fbae20bd.0	NSFTV310	R 101	RDP1	tropical-japonica	1	O. sativa	1.3	0.8
ac7a352c.0	ac7a352c.0	NSFTV342	Cenit	RDP1	tropical-japonica	0.854	O. sativa	0.7	0.4
853e318c.0	853e318c.0	NSFTV347	Creole	RDP1	tropical-japonica	1	O. sativa	0.8	0.4
8adbe877.0	8adbe877.0	NSFTV350	Ligerito	RDP1	tropical-japonica	0.998	O. sativa	1.5	1.1
3f0623af.0	3f0623af.0	NSFTV352	Guatemala 1021	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
0764178c.0	0764178c.0	NSFTV358	ARC 10086	RDP1	tropical-japonica	0.783	O. sativa	0.6	0.4
cbba6af5.0	cbba6af5.0	NSFTV362	NSFTV362	RDP1	tropical-japonica	0.947	O. sativa	5.1	4
69527f35.0	69527f35.0	NSFTV37	Cuba 65	RDP1	tropical-japonica	0.929	O. sativa	2.1	1.5
9aa2c28a.0	9aa2c28a.0	NSFTV375	Upland	RDP1	tropical-japonica	1	O. sativa	0.7	0.4
2779bba9.0	2779bba9.0	NSFTV377	PR 304	RDP1	tropical-japonica	1	O. sativa	0.8	0.4
626cd18d.0	626cd18d.0	NSFTV379	Wanica	RDP1	tropical-japonica	1	O. sativa	1.1	0.7
77f6728e.0	77f6728e.0	NSFTV381	325	RDP1	tropical-japonica	1	O. sativa	0.8	0.6
9764b3c8.0	9764b3c8.0	NSFTV384	318	RDP1	tropical-japonica	1	O. sativa	1.2	1
4f4f777a.0	4f4f777a.0	NSFTV386	Palmyra	RDP1	tropical-japonica	0.714	O. sativa	2.1	1.3
7126c359.0	7126c359.0	NSFTV389	CI 11011	RDP1	tropical-japonica	0.762	O. sativa	1.2	0.7
180a155f.0	180a155f.0	NSFTV391	Della	RDP1	tropical-japonica	0.986	O. sativa	0.8	0.6
c4a397e5.0	c4a397e5.0	NSFTV392	Edith	RDP1	tropical-japonica	0.926	O. sativa	0.6	0.3
1f856ac1.0	1f856ac1.0	NSFTV394	Lady Wright Seln	RDP1	tropical-japonica	0.747	O. sativa	2.4	2
ffde60f9.0	ffde60f9.0	NSFTV395	OS 6 (WC 10296)	RDP1	tropical-japonica	1	O. sativa	1.5	0.9
1eb5d579.0	1eb5d579.0	NSFTV396	Cocodrie	RDP1	tropical-japonica	0.944	O. sativa	0.8	0.5
45d3c920.0	45d3c920.0	NSFTV397	Cybonnet	RDP1	tropical-japonica	0.809	O. sativa	5	5.5
12a175c1.0	12a175c1.0	NSFTV399	Spring	RDP1	tropical-japonica	0.913	O. sativa	1	0.8
68c2ecf8.0	68c2ecf8.0	NSFTV46	Dourado Agulha	RDP1	tropical-japonica	1	O. sativa	1.9	1.5
06334433.0	06334433.0	NSFTV54	Fortuna	RDP1	tropical-japonica	1	O. sativa	0.8	0.4
a5ec1b10.0	a5ec1b10.0	NSFTV59	Gogo Lempuk	RDP1	tropical-japonica	0.925	O. sativa	0.9	0.5
d298701c.0	d298701c.0	NSFTV647	Cypress	RDP1	tropical-japonica	0.939	O. sativa	2.7	3
f7e71b48.0	f7e71b48.0	NSFTV619	Rosemont	RDP1	tropical-japonica	0.816	O. sativa	5.5	6.5
b4d6e1d7.0	b4d6e1d7.0	NSFTV621	LaGrue	RDP1	tropical-japonica	0.953	O. sativa	2.5	1.9
961237a1.0	961237a1.0	NSFTV624	Kaybonnet	RDP1	tropical-japonica	0.927	O. sativa	2	3.4
38ab4ed4.0	38ab4ed4.0	NSFTV625	Katy	RDP1	tropical-japonica	0.847	O. sativa	5.3	4.3
3995b6ff.0	3995b6ff.0	NSFTV628	Jefferson	RDP1	tropical-japonica	0.939	O. sativa	0.8	0.5
76db905a.0	76db905a.0	NSFTV630	Saber	RDP1	tropical-japonica	0.769	O. sativa	2.2	2
77522873.0	77522873.0	NSFTV632	Francis	RDP1	tropical-japonica	0.873	O. sativa	4.9	5.2
f3d9c979.0	f3d9c979.0	NSFTV635	Azucena	RDP1	tropical-japonica	1	O. sativa	2	1.7
ad1a9c05.0	ad1a9c05.0	NSFTV638	Moroberekan	RDP1	tropical-japonica	1	O. sativa	1.5	1
1ab838a2.0	1ab838a2.0	NSFTV65	Honduras	RDP1	tropical-japonica	1	O. sativa	0.8	0.5
c14c4e03.0	c14c4e03.0	NSFTV69	IAC 25	RDP1	tropical-japonica	1	O. sativa	1.4	0.9
e37be9e5.0	e37be9e5.0	NSFTV7	Arias	RDP1	tropical-japonica	1	O. sativa	0.6	0.4
efbb93de.0	efbb93de.0	NSFTV70	Iguape Cateto	RDP1	tropical-japonica	1	O. sativa	1.3	1
97dcf87d.0	97dcf87d.0	NSFTV73	IRAT 177	RDP1	tropical-japonica	1	O. sativa	3.8	3
b0816082.0	b0816082.0	NSFTV75	Jambu	RDP1	tropical-japonica	0.79	O. sativa	2.6	2.6
841bcf9a.0	841bcf9a.0	NSFTV770	Mojito Colorado	RDP1	tropical-japonica	1	O. sativa	1	0.8
30c3073f.0	30c3073f.0	NSFTV8	Asse Y Pung	RDP1	tropical-japonica	1	O. sativa	0.8	0.4
7bee5b9f.0	7bee5b9f.0	NSFTV84	Kaniranga	RDP1	tropical-japonica	1	O. sativa	1.1	0.8
897c5eef.0	897c5eef.0	NSFTV89	NSFTV89	RDP1	tropical-japonica	1	O. sativa	0.7	0.5
5df8f871.0	5df8f871.0	NSFTV92	Kinastano	RDP1	tropical-japonica	1	O. sativa	0.9	0.5
32a6808e.0	32a6808e.0	NSFTV96	KU115	RDP1	tropical-japonica	0.759	O. sativa	1.5	1
6ab77e3e.0	6ab77e3e.0	NSFTV98	L-202	RDP1	tropical-japonica	0.881	O. sativa	2.2	2.3
7eb7c6a8.0	7eb7c6a8.0	NSFTV99	LAC 23	RDP1	tropical-japonica	1	O. sativa	1.1	0.8
9517bcf3.0	9517bcf3.0	IRGC117475	GHARIB	RDP2	admixed	1	O. sativa	3.5	3.8
7f32098d.0	7f32098d.0	IRGC121084	PHUDUGEY::IRGC32399-1	RDP2	admixed	1	O. sativa	5.8	12.3
225401ad.0	225401ad.0	IRGC121199	DUMJA KAAP::IRGC64890-1	RDP2	admixed	1	O. sativa	2.4	2.3
964ffc2f.0	964ffc2f.0	IRGC121200	GBUAPU 1::IRGC63265-1	RDP2	admixed	1	O. sativa	1.9	7.3
9dd98930.0	9dd98930.0	IRGC121224	TAK SIAH::IRGC73126-1	RDP2	admixed	1	O. sativa	7.1	10.3
1fb8be6d.0	1fb8be6d.0	IRGC121246	AI DA ZHONG::IRGC59348-1	RDP2	admixed	1	O. sativa	9.5	18.3
f4121f4a.0	f4121f4a.0	IRGC121257	ARC 11495::IRGC21431-1	RDP2	admixed	1	O. sativa	5.8	21.2
15653806.0	15653806.0	IRGC121269	ARKROSE::IRGC1789-1	RDP2	admixed	1	O. sativa	9.9	51.8
5cf82125.0	5cf82125.0	IRGC121276	BAGETAULI::IRGC61909-1	RDP2	admixed	1	O. sativa	2.9	2.8
c3b20632.0	c3b20632.0	IRGC121307	CERNYJ::IRGC36144-1	RDP2	admixed	1	O. sativa	9.2	26.5
2779bcea.0	2779bcea.0	IRGC121310	CHIGYUNGDO::IRGC55466-1	RDP2	admixed	1	O. sativa	2	2.2
2552833e.0	2552833e.0	IRGC121312	CI 168-894::IRGC25992-1	RDP2	admixed	1	O. sativa	1.2	1.7
c88dcbba.0	c88dcbba.0	IRGC121316	CIWINI SML::IRGC50642-1	RDP2	admixed	1	O. sativa	4.6	4.7
00df5fd9.0	00df5fd9.0	IRGC121320	CT 6946-9-1-2-M-1P::IRGC117329-1	RDP2	admixed	1	O. sativa	2.9	9.3
ea2ae002.0	ea2ae002.0	IRGC121322	DAYAKON::IRGC71515-1	RDP2	admixed	1	O. sativa	5.5	11.3
423be591.0	423be591.0	IRGC121342	GEANT W 7::IRGC9620-1	RDP2	admixed	1	O. sativa	1.2	1.3
13c6ec1f.0	13c6ec1f.0	IRGC121343	GHARIBE::IRGC32309-1	RDP2	admixed	1	O. sativa	1.7	1.8
d8d968e8.0	d8d968e8.0	IRGC121344	GHASELU MAP::IRGC72527-1	RDP2	admixed	1	O. sativa	3	6.4
608b0d34.0	608b0d34.0	IRGC121352	HINSUM::IRGC67832-1	RDP2	admixed	1	O. sativa	7.6	27.4
04160e1f.0	04160e1f.0	IRGC121371	JAO::IRGC15046-1	RDP2	admixed	1	O. sativa	7.5	27
0b170025.0	0b170025.0	IRGC121467	PATLE::IRGC27635-1	RDP2	admixed	1	O. sativa	2.4	2.4
2ced64b0.0	2ced64b0.0	IRGC121474	POENOET HITAM::IRGC8193-1	RDP2	admixed	1	O. sativa	3.7	4.3
c330d53d.0	c330d53d.0	IRGC121493	SAMPOG::IRGC71609-1	RDP2	admixed	1	O. sativa	9.7	47.3
d8ee9654.0	d8ee9654.0	IRGC121509	SUKHIMMI::IRGC67849-1	RDP2	admixed	1	O. sativa	2.3	2
5b45a727.0	5b45a727.0	IRGC121542	WIR 1372::IRGC51604-1	RDP2	admixed	1	O. sativa	6.7	17
53e1db9a.0	53e1db9a.0	IRGC121545	WIR 2824::IRGC36208-1	RDP2	admixed	1	O. sativa	2.2	2.1
05bef934.0	05bef934.0	IRGC121563	DAKPA::IRGC64888-1	RDP2	admixed	1	O. sativa	8.1	9.2
8366125c.0	8366125c.0	IRGC121631	NPE 837::IRGC38697-1	RDP2	admixed	1	O. sativa	4.8	6.5
a36b3994.0	a36b3994.0	IRGC121639	SAO::IRGC61467-1	RDP2	admixed	1	O. sativa	0.8	0.9
c448006d.0	c448006d.0	IRGC121657	ARC 10021::IRGC20649-1	RDP2	admixed	1	O. sativa	7.2	11.9
2e05f839.0	2e05f839.0	IRGC121675	NILO 3 B::IRGC10283-1	RDP2	admixed	1	O. sativa	2	2.1
6b4dfade.0	6b4dfade.0	IRGC121676	PALMIRA::IRGC5097-1	RDP2	admixed	1	O. sativa	9.4	47.8
d201f62a.0	d201f62a.0	IRGC121677	PL 3231::IRGC62891-1	RDP2	admixed	1	O. sativa	8.2	8.2
a9fafe8d.0	a9fafe8d.0	IRGC121687	WIR 16::IRGC51557-1	RDP2	admixed	1	O. sativa	8.8	21.1
6cad450a.0	6cad450a.0	IRGC121690	HEI CHIAO CHUI LI HSIANG KENG	RDP2	admixed	1	O. sativa	9.3	15.1
95a5f956.0	95a5f956.0	IRGC121869	RANDJANI::IRGC18596-1	RDP2	admixed	1	O. sativa	9	13.6
e1d1c3b0.0	e1d1c3b0.0	IRGC121877	FOSSA HV::IRGC16069-1	RDP2	admixed	1	O. sativa	3.3	11.9
9c00ac3a.0	9c00ac3a.0	IRGC121886	NDOWATU::IRGC25239-1	RDP2	admixed	1	O. sativa	3.7	12.8
89688646.0	89688646.0	IRGC121896	ANBARBOO::IRGC32280-1	RDP2	admixed	1	O. sativa	2.2	2
18484bd4.0	18484bd4.0	IRGC121897	ASE BULO::IRGC26998-1	RDP2	admixed	1	O. sativa	8.3	7.6
f1be6ab1.0	f1be6ab1.0	IRGC121902	BERENJ 1277 S::IRGC3461-1	RDP2	admixed	1	O. sativa	4	9.7
6f83eb1c.0	6f83eb1c.0	IRGC121911	HAM ALE -WEE::IRGC11943-1	RDP2	admixed	1	O. sativa	1.9	2
3b7bddf8.0	3b7bddf8.0	IRGC121917	KADUMA::IRGC17777-1	RDP2	admixed	1	O. sativa	9	18
96d3e4cd.0	96d3e4cd.0	IRGC122128	KAKANI 2::IRGC13373-C1	RDP2	admixed	1	O. sativa	0.8	0.7
df6b58b1.0	df6b58b1.0	IRGC124378	BETSILAIZINA::GERVEX 8405-C1	RDP2	admixed	1	O. sativa	1.7	8.7
57266d87.0	57266d87.0	IRGC127001	LATSIBOZAKA 112-1::GERVEX 8233-C1	RDP2	admixed	1	O. sativa	1.4	3.5
7395f5f2.0	7395f5f2.0	IRGC127014	KALO MONI::IRGC77259-1	RDP2	admixed	1	O. sativa	8.5	7.8
c24e8d0b.0	c24e8d0b.0	IRGC127028	UPRB 49::IRGC44223-1	RDP2	admixed	1	O. sativa	7.2	6.7
fd06d669.0	fd06d669.0	IRGC124503	SML 81 B::IRGC393-1	RDP2	admixed	1	O. sativa	0.7	0.7
2f648b1a.0	2f648b1a.0	NA	KUNING::IRGC24999-1	RDP2	admixed	1	O. sativa	8.2	43
d38fc026.0	d38fc026.0	IRGC127026	TOS 7564::IRGC47017-1	RDP2	admixed	1	O. sativa	9	12.1
c3a0f7fe.0	c3a0f7fe.0	NA	TUMO TUMO::IRGC71641-1	RDP2	admixed	1	O. sativa	7.8	25.5
1f432a79.0	1f432a79.0	IRGC132382	KEDAYAN::IRGC71537-1	RDP2	admixed	1	O. sativa	6.2	29.6
6104b4fa.0	6104b4fa.0	IRGC126993	APURA::C1	RDP2	admixed	1	O. sativa	7.5	7.1
4780f875.0	4780f875.0	IRGC117457	DA 16	RDP2	admixed-indica	0.869	O. sativa	9.1	12.4
e6d9931e.0	e6d9931e.0	IRGC121073	NS 113::IRGC68838-1	RDP2	admixed-indica	1	O. sativa	2.3	2.5
a0c41ad0.0	a0c41ad0.0	IRGC121136	TELOVOLANA::IRGC69969-1	RDP2	admixed-indica	1	O. sativa	4.1	3.6
63b37a65.0	63b37a65.0	IRGC121270	ASAHI::IRGC33983-1	RDP2	admixed-indica	1	O. sativa	2	2.2
68fcf28b.0	68fcf28b.0	IRGC121277	BALA (CR 42-38)::IRGC12884-1	RDP2	admixed-indica	1	O. sativa	6.7	6.5
42e96229.0	42e96229.0	IRGC121291	BOTOHAVANA::IRGC79459-1	RDP2	admixed-indica	0.879	O. sativa	5.4	5.2
7e4db000.0	7e4db000.0	IRGC121311	CHINAN 2::IRGC54656-1	RDP2	admixed-indica	0.855	O. sativa	7	8
d7aee7e3.0	d7aee7e3.0	IRGC121447	NAYIMA::IRGC9503-1	RDP2	admixed-indica	0.998	O. sativa	2.7	8
ac6f5be2.0	ac6f5be2.0	IRGC121462	P 660::IRGC28134-1	RDP2	admixed-indica	0.954	O. sativa	8.4	8.7
